date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation
2015-6-12,71,66,76,62,84,29,95,2012,2013,0.00,0.20,1.46
2015-6-13,73,66,80,63,85,51,93,2014,2011,0.77,0.22,1.62
2015-6-14,76,70,82,63,85,52,95,2002,1999,0.10,0.20,1.01
2015-6-15,78,71,85,63,85,51,91,2002,2006,0.0,0.19,0.78
2015-6-16,74,68,79,63,85,51,96,1999,2006,0.01,0.19,0.35
2015-6-17,76,67,85,64,85,48,97,1999,2012,0.00,0.17,0.56
2015-6-18,76,69,83,64,86,48,98,1999,2012,0.00,0.16,1.34
2015-6-19,75,63,86,64,86,54,95,1998,2012,0.00,0.14,2.02
2015-6-20,81,66,96,64,86,59,96,1999,2015,0.00,0.16,2.45
2015-6-21,83,75,90,65,86,59,96,2001,2013,0.00,0.15,1.05
2015-6-22,85,75,95,65,86,55,95,2001,2013,0.00,0.16,0.94
2015-6-23,74,66,82,65,87,55,94,2004,2012,0.0,0.16,1.38
2015-6-24,81,66,96,65,87,57,102,2004,2012,0.00,0.15,0.15
2015-6-25,86,76,96,65,87,54,98,2004,2012,0.0,0.16,0.24
2015-6-26,74,63,84,66,87,50,99,2004,2013,0.90,0.14,0.90
2015-6-27,72,59,84,66,87,54,103,2006,2012,0.00,0.16,1.20
2015-6-28,76,63,89,66,88,55,107,2006,2012,0.00,0.15,2.01
2015-6-29,74,61,87,66,88,52,103,2004,2012,0.00,0.15,0.18
2015-6-30,77,62,91,66,88,57,104,2004,2012,0.01,0.15,1.41
